HS4,Trade Value,Year
Sowing Seeds,3911945.0,2008
Electromagnets,8312.0,2001
Industrial Printers,15934572.0,2013
Retail Artificial Staple Fibers Yarn,13700.0,2017
Iron Ore,559004.0,2009
Dolls,2574.0,2010
Plaiting Products,205018.0,1998
Other Mineral,37530822.0,2009
Plastic Wash Basins,322826.0,2009
Cast Iron Pipes,141913.0,2007
Corrugated Paper,200464.0,2001
Other Stainless Steel Bars,269392.0,2015
"Spring, Air, and Gas Guns",181.00000000000003,2008
Vinegar,1075692.0,2021
Pulley Systems,2022001.0,2012
Other Inorganic Acids Salts,28.0,2000
Paper Spools,7099.0,2002
Iron Housewares,1965841.0,2000
Iron Wire,143506.0,1997
Eyewear Frames,11655.0,2010
Glass Bottles,935913.0,2011
Other Fermented Beverages,7354.0,2001
Other Non-Metal Removal Machinery,44646.00000000001,2005
Other Sugars,770913.0,2005
Dyeing Finishing Agents,271271.0,2018
Metalworking Machines,129427.0,2010
Cranes,44525.0,2004
Basketwork,7531603.0,2020
Other Oily Seeds,539075.0,2015
Other Esters,23947.0,2008
Non-Knit Gloves,225008.0,2012
Rubber Pipes,1214827.0,2014
Eyewear Frames,164256.0,2005
Amine Compounds,81827.0,2013
Baked Goods,338051.0,1996
Tanned Goat Hides,321377.0,2004
Tanned Sheep Hides,16170936.0,2009
Pure Olive Oil,43261589.0,2021
Hormones,479345.0,2019
Other Iron Bars,248193.0,2021
Glass Mirrors,919601.0,2007
Retail Wool or Animal Hair Yarn,3038.0000000000005,1998
Onions,1337464.0,2000
Audio and Video Recording Accessories,474356.0,2006
Beauty Products,646854.0,1996
Other Stone Articles,1098823.0,2014
Non-Knit Women's Undergarments,7455012.0,1996
Vegetable Plaiting Materials,37255.0,2000
Wheelchairs,588.0,2005
Blank Audio Media,2766136.0,2006
Processed Egg Products,33095.0,2014
Used Rubber Tires,38474.0,2016
Electric Musical Instruments,1339.0,1999
Metal Mountings,24424576.0,2022
Pumice,1111.0,1998
Electric Batteries,19978145.0,2021
Scrap Iron,51978894.0,2010
Wood Frames,2624208.0,2001
Unpackaged Medicaments,130526.0,1997
Tin Bars,5150.0,2004
Architectural Plans,4751.0,2010
Trunks and Cases,21503805.0,2003
Equine and Bovine Hides,459.0,2019
Rough Wood,634532.0,2003
Spice Seeds,16713576.0,2021
Artificial Filament Yarn Woven Fabric,745957.0,2021
Aluminium Housewares,515908.0,2004
Fishing and Hunting Equipment,12725.0,2012
Carbon,16287.0,2016
Saddlery,11532981.0,2017
Wooden Tool Handles,58900.00000000001,2009
Tensile Testing Machines,347186.0,2021
Gravel and Crushed Stone,1908515.0,1997
Knit Sweaters,166400181.0,1996
Children's Picture Books,4148.0,2002
Gravel and Crushed Stone,1056106.0,2010
Rubberworking Machinery,301584.0,1997
Scrap Iron,33618870.0,2014
Book-binding Machines,32142.0,2010
Beauty Products,2780072.0,2006
Dashboard Clocks,15405.999999999998,2018
Electric Filament,230980.0,1997
Cameras,10561.0,2004
Iron Blocks,944593.0,2014
Coated Metal Soldering Products,2258859.0,2013
Delivery Trucks,18571414.0,2006
Other Engines,859503.0,2017
Precipitated Copper,1772425.0,1997
Oxygen Amino Compounds,1172.0,1996
Liquid Fuel Furnaces,7073.0,2014
Knit Women's Coats,1433627.0,1997
Other Prepared Meat,626880.0,2018
Steam Turbines,6076.000000000001,2009
Carboxylic Acids,79349.0,2017
Other Meat,4954.0,2011
Knit Men's Shirts,19379262.0,2005
Woodworking machines,724235.0,2020
Compounded Unvulcanised Rubber,33647.0,2006
Pickled Foods,13338251.0,1999
Cutting Blades,123607.0,1998
Ball Bearings,256925.0,2009
Rubber Apparel,245752.0,2000
Dried Vegetables,4738242.0,2000
Wrenches,7949.000000000001,2000
Aluminium Housewares,237419.0,2013
Scissors,573.0,1997
Insect Resins,72988.0,2011
Eyewear,30764.0,1997
Shaped Wood,57644.0,2012
Work Trucks,4336.0,2002
Surveying Equipment,1014113.0,2010
Copper Powder,951066.0,2008
Stearic Acid,5078279.0,2015
Rubber,12468005.0,2016
Photographic Plates,120774.0,1999
Liquid Dispersing Machines,3246845.0,2016
Endless Copper Wire Bands,316.0,2004
Radio Receivers,290322.0,2015
Other Organo-Inorganic Compounds,5441.0,2019
Navigation Equipment,840169.0,2000
Pure Olive Oil,34398017.0,2017
Other Small Iron Pipes,3011911.0,1996
Knit Socks and Hosiery,22139885.0,2008
Antimony,6857.0,2013
Citrus,313109047.0,1999
Other Mineral,30973120.0,2010
Light Synthetic Cotton Fabrics,1950107.0,2000
Used Clothing,6601252.0,2022
Cellulose,33322.0,2014
Electrical Parts,246607.0,2005
"Industrial Fatty Acids, Oils and Alcohols",6728190.0,2016
Scrap Plastic,7795433.0,2013
Horses,57712.0,1999
Special Purpose Ships,112242.0,2016
Mattresses,3290721.0,2011
Baked Goods,6399143.0,2010
Pyrophoric Alloys,2723.9999999999995,1999
Laboratory Ceramic Ware,35454.0,1997
Carbon,10722.0,2020
Cucumbers,12530163.0,2014
Other Plastic Products,51044581.0,2015
Twine and Rope,236727.0,2009
Unvulcanised Rubber Products,1076.0,2004
Glycosides,12358732.0,2020
Pearl Products,11225.0,1999
Silicone,146378.0,2022
"Niobium, Tantalum, Vanadium and Zirconium Ore",2711.0,2021
Oats,17.0,2015
Fishing Ships,442530.0,1996
Electric Filament,12514420.0,2013
Binoculars and Telescopes,6000.999999999999,2006
Wine,7860868.0,2010
Semi chemical Woodpulp,512102.0,2007
Light Synthetic Cotton Fabrics,1854855.0,2004
Knit Men's Coats,2904317.0,2012
Smoking Pipes,330890.00000000006,2004
Broadcasting Equipment,3051092.0,2011
Base Metal Watches,589529.0,2000
Raw Cork,8863870.0,2012
Industrial Food Preperation Machinery,197945.0,1998
Other Pure Vegetable Oils,3456958.0,2006
Cranes,21632122.0,2015
Bovine,133126.0,2016
Kaolin Coated Paper,261707.0,1998
Other Prepared Meat,37233.0,2004
Combs,121862.0,2018
Inedible Fats and Oils,42414.0,2005
Maps,8591.0,2004
Dissolving Grades Chemical Woodpulp,380195.0,1999
Other Paper Machinery,251444.0,1995
Artificial Filament Yarn Woven Fabric,1982976.0,2006
Other Nitrogen Compounds,72062.0,1996
Plastic Housewares,10957566.0,2014
Carbon-based Electronics,1459381.0,2007
Insulated Wire,3620398401.0,2021
Terry Fabric,4630.0,2002
Heavy Pure Woven Cotton,24740048.0,2005
Inedible Fats and Oils,153988.0,2008
Sulfuric Acid,24500.0,2016
Gauze,58971.00000000001,1997
Combustion Engines,330086.0,1999
Legume Flours,3970.0,2001
Water,268174.0,2015
Papermaking Machines,94606.0,1997
Knit Men's Coats,3237959.0,2009
Other Vegetables,12277722.0,1995
Flexible Metal Tubing,56285.0,2004
Passenger and Cargo Ships,3830625.0,2009
Rubber,540649.0,2013
Knit T-shirts,350738481.0,2021
Collector's Items,1227525.0,2003
Wrenches,385640.0,2013
Developed Exposed Photographic Material,3634.0,2014
Harvesting Machinery,220434.0,2017
Pens,297493.0,2010
Low-voltage Protection Equipment,466031814.0,2018
Large Aluminium Containers,38.0,2021
Preserved Vegetables,17423829.0,2004
Percussion,126875.0,2000
Twine and Rope,1378472.0,2022
Asbestos Cement Articles,79732.0,2020
Other toys,667513.0,1999
Electrical Capacitors,525747.0,1996
Other Sugars,696158.9999999999,2016
Iron Wire,417297.0,2009
Potato Flours,1934.0,2005
Glass Fibers,65273.0,2001
Radioactive Chemicals,5392.0,2017
Blank Audio Media,1482788.0,2003
Antiques,1174169.0,2012
Cranes,8272906.0,2009
Seed Oils,4757802.0,2012
Peptones,579.0,2019
Other Vegetables,20243183.0,1997
Composite Paper,4266.0,2001
Copper Housewares,301679.0,2008
Seats,2799694.0,1999
Ceramic Bricks,921923.0,2005
Manganese Oxides,8418751.0,2018
Acyclic Alcohols,2106.0,2000
Hot-Rolled Iron,1962093.0,2000
Soybeans,8397.0,2007
Concentrated Milk,4121783.0,2012
Undeveloped Exposed Photographic Material,172141.0,1997
Other Vegetable Residues and Waste,914.0,2002
Reaction and Catalytic Products,319178.99999999994,2015
Fluorides,14840.0,2022
Other Copper Products,6093519.0,2018
Compounded Unvulcanised Rubber,34795.0,2000
Liquid Fuel Furnaces,55018.0,2019
Vanilla,29371.0,2014
Electric Motors,29973433.0,2019
Electrical Lighting and Signalling Equipment,24913181.0,2016
Seed Oils,176491.0,1996
Garments of Impregnated Fabric,131556.0,2004
Textile Scraps,123492.0,2005
Sulfides,336.0,2004
Refractory Cements,315702.0,1999
Tractors,14196535.0,2008
Non-Knit Men's Undergarments,4061151.0,2014
Acrylic Polymers,167111.0,2017
Aircraft Parts,1011082833.0,2022
Nickel Sheets,4072.0,2022
LCDs,271652.0,2021
Other Vegetable Residues,1845153.0,2012
Other Large Iron Pipes,2373104.0,2008
Copper Pipe Fittings,188640.0,2018
Drilling Machines,222627.0,2019
Letter Stock,77144.0,2021
Non-Retail Pure Cotton Yarn,5069116.0,2008
Opto-Electric Instrument Parts,871103.0,1999
Mill Machinery,125959.0,2017
Narrow Woven Fabric,1042857.0,2008
Calcium Phosphates,1087787889.0,2016
Other toys,10508969.0,2009
Motor vehicle (8701 to 8705) chassis fitted with engine,3099.9999999999995,2021
Window Dressings,2216012.0,2009
Batteries,1054153.0,2018
Cameras,49382.0,2003
Flat panel displays,4491643.0,2003
Chlorates and Perchlorates,25039.0,2007
Thermostats,11605850.0,2009
Phosphinates (hypophosphites) and phosphonates (phosphites),70414760.0,2021
Leather Waste,8565.0,2012
Raw Cork,6051626.0,2021
Dairy Machinery,263603.0,2012
Rubber Textiles,72818.0,2007
Ball Bearings,370707.0,2018
Knit Women's Suits,223783714.0,2011
Large Coated Flat-Rolled Iron,52648.0,2000
Particle Board,204562.00000000003,2007
Non-Knit Women's Shirts,471859942.0,2021
Non-optical Microscopes,37088.0,2008
Friction Material,7966042.0,2021
"Locust beans, seaweed, sugar beet, cane, for food",57950513.0,2008
Portable Lighting,19785.0,1998
Cobalt,42605046.0,2014
Dried Legumes,9021800.0,2009
Railway Track Fixtures,28308.0,2017
Trunks and Cases,14835950.0,1997
Other Carbon Paper,52212.0,2011
Pig Meat,1253.9999999999998,2016
Micro-Organism Culture Preparations,76798.0,2012
Gaskets,184358.0,2007
Antiques,447135.00000000006,2008
Cooking Hand Tools,58208.0,1998
Non-woven Textiles,703520.0,2000
Precious Metal Scraps,9127725.0,2014
Glues,944912.0,2017
Stranded Aluminium Wire,11836895.0,2021
Prepared Cereals,70368.0,2009
Phosphinates (hypophosphites) and phosphonates (phosphites),42417166.0,2019
Other Sugars,449417.0,1996
Water and Gas Generators,144288.0,2013
Slag Dross,781401.0,2017
Copper Pipes,110452.0,1997
Bulbs and Roots,96428.0,1995
"Other live plants, cuttings and slips;
mushroom spawn",7695510.0,2008
Metallic Yarn,1213.0,2000
Carbon Paper,142.0,2011
Microphones and Headphones,1280839.9999999998,2014
Animal Hair,31139.0,1997
Buses,19044470.0,2019
Zinc Ore,38662489.0,2013
Root Vegetables,9920392.0,2015
Jute Woven Fabric,14572.000000000002,1995
Revolution Counters,98533.0,1999
Knives,47901.0,2018
Revolution Counters,1596057.0,1995
Vitamins,305245.0,2010
Fish Fillets,37354451.99999999,2007
Non-Knit Gloves,561531.0,2019
Light Mixed Woven Cotton,711048.0,2007
Graphite,64246.0,2017
Raw Aluminium,16785550.0,2022
Stone Processing Machines,9872113.0,2017
Iron Anchors,2690.0,1995
Aircraft Parts,171528680.99999997,2011
Transmissions,1330049.0,2012
Other Paints,205232.0,2019
Animal Meal and Pellets,22817139.0,2002
Buses,16177216.0,2018
Other Edible Preparations,31735471.0,2016
Flexible Metal Tubing,220785.0,2014
"Niobium, Tantalum, Vanadium and Zirconium Ore",12973.0,2014
Confectionery Sugar,10624484.0,2007
Synthetic Rubber,17994.0,2005
Scrap Plastic,185888.0,2000
Refractory Bricks,357225.0,2020
Revolution Counters,225600.0,2005
Decals,14936.000000000002,2014
Wood Kitchenware,441302.0,2021
Video Recording Equipment,422275.0,2012
Activated Carbon,3501556.0000000005,2008
Non-Knit Men's Suits,487698506.0,2010
Other Heating Machinery,4406425.0,2015
Non-Retail Carded Wool Yarn,143413.0,1998
Prepared Paint Driers,13167.0,2021
"Fish: dried, salted, smoked or in brine",10127681.0,2018
Other Inedible Animal Products,29954.0,2003
Other Carbon Paper,1728534.0,1997
Centrifuges,1740364.0,1997
Knit Active Wear,21631698.0,2008
Other Hand Tools,93452.0,1995
Bird Skins and Feathers,94768.0,2015
Audio Alarms,282015.0,2004
Quicklime,68034.0,2001
Other Engines,245593.0,2001
Glass Bricks,46653.0,2013
Antiknock,386552.0,2012
Cement,1096392.0,2009
Dolomite,6.0,2020
Light Synthetic Cotton Fabrics,1023527.0,2012
Horsehair Yarn,6726.0,1999
Chemical Analysis Instruments,107099.0,2001
Poultry Meat,3506191.0,2020
Other Processed Vegetables,141383253.0,2009
Artificial Textile Machinery,23971.0,1997
Processed Hair,11054.0,2022
Air Pumps,983227.0,2001
Cyclic Hydrocarbons,71537.0,1996
Electrical Ignitions,2496657.0,2013
Wallpaper,119604.0,2009
Glass Fibers,8057518.0,2017
Fruit Pressing Machinery,2997.0,1997
Spark-Ignition Engines,837962.0,2013
Precious Metal Scraps,3431270.0,2007
Prefabricated Buildings,10770238.0,2010
Rubber Pipes,115632.0,2001
Quilted Textiles,26987.0,2004
Carbonates,19439.0,1995
Chemical Analysis Instruments,4511381.0,2008
Horses,613860.0,2021
Wood Charcoal,21678.0,2002
Fuel Wood,2350.0,2006
Plaiting Products,121320.0,2003
Cellulose Fibers Paper,395015.0,2000
Mill Machinery,141426.0,2014
Metal Finishing Machines,136521.00000000003,1996
Brochures,1860090.0,2017
Other Oily Seeds,94227.0,1997
Knit Men's Undergarments,39427055.0,2001
Fluorides,1144841.0000000002,2016
Iron Pipe Fittings,1653716.0,1998
Glass Fibers,339081.0,2010
Pesticides,628844.0,2006
Coconut and Other Vegetable Fibers,20885.0,2020
Legume Flours,7381.0,2004
Dextrins,76656.0,2003
Other Inedible Animal Products,73749.0,2000
Mill Machinery,51141.0,2008
Diamonds,121876.0,2017
Shaped Paper,2550484.0,2011
Motorcycles and cycles,10375.0,2002
Insulated Wire,2562160426.0,2011
Medical Furniture,105242.0,2000
Hard Rubber,132038.0,2008
Sheep and Goats,2453.0000000000005,2002
Sheep Hides,2447.0,2020
Silicates,22152.0,2021
Fuel Wood,1573.0,2004
Polyamides,39213.0,1996
Transmissions,1029230.0,2003
Spices,10347568.0,2008
Low-voltage Protection Equipment,416020307.0,2020
Rapeseed Oil,617063.0,2008
Gravel and Crushed Stone,1155929.0,2019
Non-Retail Synthetic Staple Fibers Yarn,10735068.0,2010
Other Vegetable Fibers Fabric,8409.0,2016
Wood Ornaments,655142.0,2010
Thermostats,13984734.000000002,2008
Milling Stones,5700756.0,2013
Cement,44246672.0,2020
Zinc Sheets,34108.0,2011
Chromium Oxides and Hydroxides,1286.0,1995
Scrap Iron,20288233.0,2012
Artificial Filament Yarn Woven Fabric,1621885.0,2005
Prints,935.0,1995
Leather of Other Animals,213001.0,2016
Raw Aluminium,500279.0,2012
Other Vegetable Oils,248683.0,2010
Photographic Plates,153820.0,2000
Bird Skins and Feathers,7319.999999999999,2009
Other Paints,678913.9999999999,2015
Traffic Signals,10421867.0,2017
Iron Powder,171380.0,2012
Wallpaper,14089.999999999998,2000
Equine and Bovine Hides,136703.0,2010
Synthetic Reconstructed Jewellery Stones,23927.0,2017
Paper Pulp Filter Blocks,1495.0,2008
Casting Machines,34973.0,2006
Glass Bricks,12001.0,2011
Refractory Ceramics,410209.0,2011
Eyewear and Clock Glass,120.0,2008
Other Stone Articles,307388.0,2005
Roofing Tiles,34192.0,1999
Sodium or Potassium Peroxides,3439270.0,2009
Other Nitrogen Compounds,15308.0,1999
Non-Knit Women's Suits,650091285.0,1999
Vermouth,847.0,2017
Metal Insulating Fittings,1013773.0,2003
Knitting Machine Accessories,883751.0,2016
Other Leather Articles,1776095.0,2011
Non-Knit Men's Undergarments,6877985.0,2000
Non-Knit Men's Shirts,114382351.0,2009
Sculptures,851454.0,2011
Other Footwear,8373998.000000001,2003
Insulated Wire,3972341639.0,2019
Bladed Weapons and Accessories,8240.0,1997
Cellulose Fibers Paper,1061369.0,2013
Ink Ribbons,759014.0,2010
Retail Wool or Animal Hair Yarn,1924.0,1995
Petroleum Coke,391059.00000000006,2021
"Industrial Fatty Acids, Oils and Alcohols",284585.0,2001
Delivery Trucks,34406250.0,2012
Self-adhesive Plastics,1300883.0,2009
Rubber Textiles,46535.0,2017
Knives,120229.0,2005
Unprocessed Artificial Staple Fibers,401.0,2018
Knit Socks and Hosiery,19361956.0,2010
Prefabricated Buildings,746899.0,1997
Knitting Machines,360107.0,2018
Computers,6700250.0,2005
Jams,94105.0,2004
Other Leather Articles,640398.0,1997
Perfume Plants,14133504.0,1995
Lead Oxides,159162.0,2015
Hair Trimmers,482623.0,2013
"Planes, Helicopters, and/or Spacecraft",3568485.0,2007
Plastic Floor Coverings,646723.0,2001
Quartz,1600.0,2005
Household Washing Machines,113484.0,2010
Printed Circuit Boards,1288356.0,1999
Paper Notebooks,508211.0,1998
Non-Retail Mixed Cotton Yarn,1624786.0,2010
Quaternary Ammonium Salts and Hydroxides,10628.0,2013
Tin Bars,35806.0,2002
Chlorides,88164.0,2009
Insect Resins,1077546.0,2022
Quaternary Ammonium Salts and Hydroxides,46585.0,2017
Vegetable Saps,44551071.0,2004
Flat Flat-Rolled Steel,2797904.0,2020
Processed Bones,95266.0,1996
Onions,4844997.0,2009
Refractory Cements,6985.0,2005
Tool Sets,1239010.0,2010
Computers,4419348.0,2006
Oil Seed Flower,3256.0,2020
Cereal Meal and Pellets,553732.0,2015
Scented Mixtures,2140822.0,2014
Aluminium Cans,458712.0,1999
Frozen Vegetables,7016380.0,2019
Raw Aluminium,322528.0,2006
Quicklime,60960.0,2014
Electrical Capacitors,4153805.0,2011
Frozen Vegetables,5668734.0,2003
Ground Nuts,21029.0,1997
Photographic Plates,213281.0,2018
Plastic Lids,7495391.0,2006
Other Metals,382548.0,2017
Titanium Oxides,101.0,2010
Electric Heaters,304471.0,2007
Electric Filament,7163530.0,2016
Other Stainless Steel Bars,4125.0,2001
Used Rubber Tires,44738.0,2017
Halogenated Hydrocarbons,1248.0,2002
Inorganic Salts,91035.0,2006
Raw Tobacco,232.0,2008
"Other live plants, cuttings and slips;
mushroom spawn",1134589.0,2002
Aluminium Plating,15414.0,1998
Other Fruits,34186009.0,1999
Citrus,223159458.0,2002
Aluminium Wire,703286.0,2019
Prepared Pigments,65248.0,2005
Other Nickel Products,28044.0,2015
"Awnings, Tents, and Sails",522474.0,2002
Cocoa Beans,1834.0,1995
Vending Machines,1305.0,2003
Motor-working Tools,764636.0,2014
Paper Notebooks,637220.0,2003
Watch Cases and Parts,131.0,2022
Felt Carpets,34565.0,1998
Hat Shapes,820.0,2016
Limestone,132.0,2000
Railway Track Fixtures,8038.0,2006
Refined Petroleum,1243708290.0,2013
Glass Working Machines,12176.0,2019
Nucleic Acids,9760.0,2002
Padlocks,3376141.0,1999
Mirrors and Lenses,44449.0,2014
Textile Processing Machines,1089465.0,2021
Forging Machines,8587625.0,2018
Live Fish,11006281.0,2015
Kraft Paper,732799.0,2002
Molasses,11700372.0,1995
Non-Knit Men's Suits,385363702.0,1996
Dyeing Finishing Agents,129637.0,2022
Rubber Apparel,804616.0,2002
Industrial Food Preperation Machinery,2416224.0,2021
Aircraft Parts,302836789.0,2013
Newsprint,18133.0,2004
Curbstones,1229434.0,2017
Knit Babies' Garments,10749435.0,2008
Copper Bars,54224.0,2008
Titanium,54615.0,1995
Fake Hair,40865.0,1999
Light Fixtures,15260166.0,2019
Hard Rubber,47516.0,2006
Other Processed Fruits and Nuts,25212797.0,1995
Sheep Hides,996660.0,1996
Wood Frames,1232156.0,2022
Recovered Paper Pulp,304336.0,2006
Tapioca,813.9999999999999,2019
Glass Bulbs,319544.0,2021
Dextrins,420857.0,2015
Aluminium Bars,53903986.0,2022
Rubber Footwear,82318883.0,2017
Wood Frames,1117784.0,2012
Knit Babies' Garments,30581661.0,2017
Blankets,5088865.0,2007
Other Fruits,16875802.0,1998
Veneer Sheets,80494.0,2017
Photocopiers,404890.0,2013
Refined Petroleum,851895028.0,2014
String Instruments,56479.00000000001,1997
Carbon Paper,452857.0,2007
Other toys,381169.0,2000
Artistry Paints,3139.0,2000
Audio and Video Recording Accessories,49888.0,2001
Composite Paper,194150.0,2021
Other Footwear,30329663.0,2009
Cereal Straws,4943.0,2003
Aluminium Housewares,215622.0,2006
Dried Fruits,482771.0,1999
Hand Sifters,1441.0,2010
Aircraft Launch Gear,4306.0,2001
Other Office Machines,98616.0,2002
Textiles for technical uses,45395.0,2004
Cloves,20878.0,2001
Refrigerators,347538.0,2001
Leather Footwear,206201884.0,2005
Copper Ore,130337035.0,2015
Leather Used in Machinery,8344.0,2012
Industrial Food Preperation Machinery,153978.0,2005
Recreational Boats,3859280.000000001,2005
Iron Oxides and Hydroxides,1327098.0,2013
Prepared Wool or Animal Hair,139378.0,2009
Processed Mica,10165.0,2000
Other Floating Structures,7653.0,2001
Flavored Water,16967606.0,2013
Knitted Hats,968078.0,1998
Semiconductor Devices,616499312.0,2000
Surveying Equipment,95306.0,1996
